X,Y,Type,Account Na,Visiting S,Visiting Z,Visiting C,ZipCity,Visiting_1,Email,Website,Phone,Total Amou,Pipeline,Total Am_1,Delivered,Account Ow,Loyalty,Topaccount,result_num,status,formatted_,place_id,location_t,latlong,layer,path,icon_url
7.1725428,51.2617015,Interior Designer,Beate Christophery,Friedrich-Engels-Allee 177 a,"42285",WUPPERTAL,42285 WUPPERTAL,Germany,,http://www.christophery.eu,0202 - 28 32 10 10,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"Friedrich-Engels-Allee 177a, 42285 Wuppertal, Germany",ChIJlfOoMdDXuEcRtAKfOkN53Rs,ROOFTOP,"51.2617015,7.1725428",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.1820921,48.829603,Architect,Zoll Architekten und Stadtplaner BDA,Markelsheimer StraÃŸe 60,"70435",Stuttgart,70435 Stuttgart,Germany,mail@zoll-architekten.de,www.zoll-architekten.de,+49 711 870512-0,EUR,"0",EUR,"0",Stephan Angerer,B,"0","0",OK,"Markelsheimer Str. 60, 70435 Stuttgart, Germany",ChIJZyAWV6TamUcRL34JiIdAzBU,ROOFTOP,"48.829603,9.1820921",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.74665,52.39674,Architect,kellner schleich wunderlich architekten,Borkumer Str. 22,"30163",HANNOVER,30163 HANNOVER,Germany,mail@ksw-architekten.com,http://www.ksw-architekten.com,+49 511 392294,EUR,"0",EUR,"6128",Thorsten JÃ¤hn,B,"0","0",OK,"Borkumer Str. 22, 30163 Hannover, Germany",ChIJ6RNqIlBzsEcRRrO-Pvdvj-4,ROOFTOP,"52.39673999999999,9.746649999999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.6507726,51.9643355,Architect,Hinz - Pauly Architekten,Dechaneistr.8,"48145",MÃ¼nster,48145 MÃ¼nster,Germany,mail@hinz-pauly.de,http://www.hinz-pauly.de,0049 025197428990,EUR,"0",EUR,"0",Thorsten JÃ¤hn,B,"0","0",OK,"Dechaneistraße 8, 48145 Münster, Germany",ChIJR4UgVB-7uUcRQ6wzg1nYbRM,ROOFTOP,"51.9643355,7.6507726",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.7389751,52.3704155,Retailer,Martin KrÃ¶ger Baddesign e.K.,Osterstrasse 49,"30159",HANNOVER,30159 HANNOVER,Germany,info@kroeger-baddesign.de,http://www.kroeger-baddesign.de/,+49511 363 26 20,EUR,"0",EUR,"0",Thorsten JÃ¤hn,B,"0","0",OK,"Osterstraße 49, 30159 Hannover, Germany",ChIJLTEoKLd0sEcRd70SxP0P_sw,ROOFTOP,"52.3704155,9.738975100000001",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.2186987,49.7189694,Contractor,REINHOLD KELLER General Contracting GmbH,GutenbergstraÃŸe 1,"63924",Kleinheubach,63924 Kleinheubach,Germany,contact@reinhold-keller.de,www.kellergc.com,+49 9371 9790 0,EUR,"0",EUR,"0",Anja Kreibisch,A,"1","0",OK,"Schloßpark 1, 63924 Kleinheubach, Germany",ChIJKQ4w5GVUvUcRN9rSL1jnMAM,ROOFTOP,"49.7189694,9.2186987",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.7680592,51.2486625,Interior Designer,Interstore GmbH,Josef-Gockeln-Str. 10,"40474",DÃ¼sseldorf,40474 DÃ¼sseldorf,Germany,,www.interstore.ch,+49 2114 249 1800,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"Josef-Gockeln-Straße 10, 40474 Düsseldorf, Germany",ChIJ9VO1eeXJuEcRizqKEcNb3wg,ROOFTOP,"51.24866249999999,6.7680592",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
13.7407804,52.4518291,Tiler,Fliesenfachbetrieb MÃ¶ricke,Fidusallee 4a,"15569",Woltersdorf,15569 Woltersdorf,Germany,buero@moericke.de,www.moericke.de,+49 3362 / 74 04 54,EUR,"0",EUR,"0",Mike Winter,B,"0","0",OK,"Fidusallee 4A, 15569 Woltersdorf, Germany",ChIJnc4PBy03qEcR8Dj9m1dTWH4,ROOFTOP,"52.4518291,13.7407804",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.8609202,53.4808926,Tiler,Dieter Stadach Fliesen GmbH,Francoper Str. 63,"21147",Hamburg,21147 Hamburg,Germany,info@stadach-fliesen.de,http://www.stadach-fliesen.de/,040 / 7018070,EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"Francoper Str. 63, 21147 Hamburg, Germany",ChIJ--kbtOCasUcRC16Kyx0HXlQ,ROOFTOP,"53.4808926,9.860920199999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
14.759315,51.0261096,Architect,Dipl. -Ing. Architekt Daniel Neuer,Herrnhuter Strasse 12,"2747",Herrenhut OT BERTHELSDORF,02747 Herrenhut OT BERTHELSDORF,Germany,info@neuerbaut.de,http://www.neuerbaut.de,49035873 36630,EUR,"0",EUR,"57470",Kerstin MeiÃŸner,A,"0","0",OK,"Herrnhuter Str. 12, 02747 Herrnhut, Germany",ChIJNx9AOukeCUcRcr4s4lUA9Tg,ROOFTOP,"51.0261096,14.759315",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
11.5695525,48.1440989,Architect,Koller Singhof Architekten,TÃ¼rkenstraÃŸe 26,"80333",MÃ¼nchen,80333 MÃ¼nchen,Germany,architekt-singhof@t-online.de,,+49 (0)89 28808-211,EUR,"10508",EUR,"0",Thomas Schauer,B,"0","0",OK,"80333 Munich, Germany",ChIJd2MZzvF1nkcRYJh2O6clHRw,APPROXIMATE,"48.1440989,11.5695525",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
11.5039515,48.0882767,Corporate Account,McDonald's Deutschland LLC,Drygalski-Allee 51,"81477",MÃ¼nchen,81477 MÃ¼nchen,Germany,service@mcdonalds.de,www.mcdonalds.com/de/de-de,+49 89 78594 0,EUR,"2210",EUR,"5077",Thomas Schauer,B,"1","0",OK,"Drygalski-Allee 51, 81477 München, Germany",ChIJg6jevT3ZnUcRiZa7LbJaYE4,ROOFTOP,"48.08827669999999,11.5039515",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.982105,53.5947669,Tiler,RM Wohnbausanierung,TarpenbekstraÃŸe 93b,"20251",Hamburg,20251 Hamburg,Germany,info@rm-wohnbausanierung.de,,,EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"20251 Hamburg, Germany",ChIJJQZvcreIsUcRYKf6xPU9Jhw,APPROXIMATE,"53.5947669,9.982104999999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.7623407,51.2134879,Architect,Statwald Architekten,DÃ¼sselstraÃŸe 20,"40219",DÃœSSELDORF,40219 DÃœSSELDORF,Germany,mail@statwald.de,http://www.statwald-magar.de,490211-3032575,EUR,"0",EUR,"25577",Andreas Kuhnert,A,"1","0",OK,"40219 Düsseldorf, Germany",ChIJo2Xio3LKuEcRUIAlq_9gJxw,APPROXIMATE,"51.2134879,6.762340699999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.7904428,53.5791667,Architect,ARCHITEKTURBÃœRO Raulf-Stephan,Wittland 39 H,"22589",Hamburg,22589 Hamburg,Germany,,http://a-rs.net,040 - 79 300 407,EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"Wittland 39H, 22589 Hamburg, Germany",ChIJfSAWx8aDsUcR3rSAN53U3_c,ROOFTOP,"53.57916669999999,9.7904428",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
11.2842068,53.7252001,Tiler,Fliesenleger Kasten,Zum Kamp 3,"19071",Dalberg,19071 Dalberg,Germany,,,"3887157345",EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"Zum Kamp 3, 19071 Dalberg-Wendelstorf, Germany",ChIJk194fSvdrUcRoARHSC0fRIg,ROOFTOP,"53.7252001,11.2842068",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.8360785,50.7463315,Tiler,Granit marmor Fliesenhandel Jalowiecki,Im Wiesengrund 2,"53919",Weilerswist 2,53919 Weilerswist 2,Germany,a.jalowiecki@t-online.de,www.fliesen-weilerwist.de,"492254600535",EUR,"0",EUR,"0",Peter Drese,B,"0","0",OK,"Im Wiesengrund 2, 53919 Weilerswist, Germany",ChIJgXjhN1wXv0cR5kAGJrxmcdw,ROOFTOP,"50.7463315,6.836078499999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.7664801,51.2146648,Architect,Mike Neubauer Beratung Konzepte Ideen,Lorettostr. 9,"40219",DÃœSSELDORF,40219 DÃœSSELDORF,Germany,mike.neubauer@nichtmaleben.de,http://www.nichtmaleben.de,490177 8577930,EUR,"0",EUR,"8373",Andreas Kuhnert,B,"0","0",OK,"Lorettostraße 9, 40219 Düsseldorf, Germany",ChIJoYjfTBPKuEcRSylssas_Z30,ROOFTOP,"51.21466479999999,6.7664801",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.1219936,48.7802212,Architect,Daniela Resch Freie Architektin,Donizettistrasse 18,"70195",Stuttgart,70195 Stuttgart,Germany,design@danielaresch.de,www.danielaresch.de,0711 - 6369111,EUR,"0",EUR,"0",Stephan Angerer,B,"0","0",OK,"Donizettistraße 18, 70195 Stuttgart, Germany",ChIJt0tkZpjbmUcRD6W7XRtUt-4,ROOFTOP,"48.7802212,9.1219936",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.3290504,48.6231166,Specialized Tile Distributor,Artfliesen GmbH u. Co. KG,Metzinger Str. 47,"72622",NÃ¼rtingen,72622 NÃ¼rtingen,Germany,info@artfliesen.de,https://artfliesen.de/,0049-7022-60 26-0,EUR,"8687",EUR,"1782",Stephan Angerer,B,"1","0",OK,"Metzinger Str. 47, 72622 Nürtingen, Germany",ChIJZbYVIdbqmUcRXY4303A5hv4,ROOFTOP,"48.6231166,9.3290504",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.6881043,51.2473123,Architect,Engels Architektur und Innenarchitektur,Hohegrabenweg 40,"40667",MEERBUSCH,40667 MEERBUSCH,Germany,,http://www.engels-architektur.de,4902132 6920770,EUR,"0",EUR,"59736",Andreas Kuhnert,B,"0","0",OK,"Hohegrabenweg 40, 40667 Meerbusch, Germany",ChIJ27mwPJu2uEcRGQsPJaROIwM,ROOFTOP,"51.2473123,6.6881043",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.8787637,52.2962624,Corporate Account,EDEKA Minden-Hannover GmbH,Wittelsbacherallee 61,"32427",MINDEN,32427 MINDEN,Germany,mehmet.ucar@minden.edeka.de,http://www.edeka-minden.de,0049 571 802 17 90,EUR,"0",EUR,"144295",Gunnar Neitz,A,"0","0",OK,"Wittelsbacherallee 61, 32427 Minden, Germany",ChIJgY5oh290ukcRS_AkbRT5jjo,GEOMETRIC_CENTER,"52.2962624,8.8787637",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
11.5786882,48.1582691,Architect,HDR GmbH MÃ¼nchen,AinmillerstraÃŸe 35,"80801",MÃ¼nchen,80801 MÃ¼nchen,Germany,,www.hdrinc.com,08938667994-0,EUR,"78828",EUR,"0",Christian Baldauf,B,"0","0",OK,"80801 Munich, Germany",ChIJ3anpRcF1nkcRsJh2O6clHRw,APPROXIMATE,"48.1582691,11.5786882",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.8293458,51.5217616,Tiler,"Wilhelm Timm Keramik, Fliesen und Naturstein GmbH",LessingstraÃŸe 9,"46149",Oberhausen,46149 Oberhausen,Germany,info@wilhelm-timm-fliesen.de,www.wilhelm-timm-fliesen.de,+49 208 6 56 06 50,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"46149 Oberhausen, Germany",ChIJY6UhQsTquEcRwFtbkYTyJxw,APPROXIMATE,"51.5217616,6.8293458",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
11.2196086,52.0181945,Tiler,Fliesenlegermeister Hausmann GmbH,HornhÃ¤user StraÃŸe 47,"39387",Oschersleben (Bode),39387 Oschersleben (Bode),Germany,info@fliesen-hausmann.de,www.fliesen-hausmann.de,+49 39 49 51 10 51,EUR,"0",EUR,"0",Kerstin MeiÃŸner,B,"0","0",OK,"39387 Oschersleben, Germany",ChIJWZ-agH6FpUcRcCTiRl1mIxw,APPROXIMATE,"52.0181945,11.2196086",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.6661995,51.1169804,Architect,PlanungsbÃ¼ro Dipl. Ing. F Bier Architekt DBA,Rathausstrasse 1,"34286",Spangenberg,34286 Spangenberg,Germany,planungsbuero-bier@t-online.de,,+495663 858 859,EUR,"0",EUR,"7308",Thorsten JÃ¤hn,B,"0","0",OK,"Rathausstraße 1, 34286 Spangenberg, Germany",ChIJy3QPuvdNu0cRhUUsfOQp-0Q,ROOFTOP,"51.1169804,9.6661995",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.9282839,51.4862249,Tiler,Ridula GmbH,Im Dreieck 2,"45357",Essen,45357 Essen,Germany,info@ridula.de,www.ridula.de,+49 201 4797710,EUR,"0",EUR,"5632",Andreas Kuhnert,A,"0","0",OK,"Im Dreieck 2, 45357 Essen, Germany",ChIJDdOL2vvpuEcRpDgJ0XvTrUA,ROOFTOP,"51.4862249,6.928283899999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.5621652,50.2015367,Architect,Andreas J. Zimmer Bauplanung,ZimmersmÃ¼hlenweg 29,"61440",Oberursel,61440 Oberursel,Germany,info@zipla.com,www.zipla.com,0049 6171 63920,EUR,"0",EUR,"13904",Anja Kreibisch,B,"0","0",OK,"Dorint Hotel Frankfurt Oberursel, Königsteiner Str. 29, 61440 Oberursel (Taunus), Germany",ChIJPcDB1QqovUcRRI3_WSHsNFQ,ROOFTOP,"50.2015367,8.562165199999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
13.9227599,52.092107,Tiler,Steffen Ostwald GmbH,SchafbrÃ¼ckenweg 2A,"15910",MÃ¤rkisch Heide / OT Neu Schadow,15910 MÃ¤rkisch Heide / OT Neu Schadow,Germany,post@fliesen-ostwald.de,www.fliesen-ostwald.de,+49 35473 438,EUR,"0",EUR,"0",Mike Winter,A,"1","0",OK,"15913 Neu Schadow, Germany",ChIJkWzN1HgdqEcRcJeB1kggIQo,APPROXIMATE,"52.092107,13.9227599",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.9896018,48.3998123,Tiler,STANIC FLIESEN- & FUGENTECHNIK,Pfauengasse 25,"89073",Ulm,89073 Ulm,Germany,info@stanic-fliesen.de,http://www.stanic-fliesen.de/,0731-14 06 48 â€“ 70,EUR,"0",EUR,"0",Christian Baldauf,B,"0","0",OK,"Pfauengasse 25, 89073 Ulm, Germany",ChIJZ8HnOoRmmUcRYxAM0yk-HRc,ROOFTOP,"48.3998123,9.989601799999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
10.0017259,53.5507515,Interior Designer,Cushman & Wakefield Hamburg,BergstraÃŸe 16,"20095",Hamburg,20095 Hamburg,Germany,,http://www.cushmanwakefield.de,040 300881133,EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"20095 Hamburg, Germany",ChIJRa4N8x2PsUcRIPP5xPU9Jhw,APPROXIMATE,"53.5507515,10.0017259",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.7501943,51.5263519,Contractor,Buschmann KrÃ¤mer SF-Bau GmbH,HÃ¼lsermannshof 5b,"47179",Duisburg,47179 Duisburg,Germany,,www.buschmann-project.de,+49 0203 488 0380,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"47179 Duisburg, Germany",ChIJf4ZWK8-VuEcRoFRbkYTyJxw,APPROXIMATE,"51.52635189999999,6.7501943",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
11.6424841,51.3436124,Tiler,"Otto & Partner GmbH Ofen-, Fliesen-, Kaminbau",Friedensplatz 13,"6268",BarnstÃ¤dt,06268 BarnstÃ¤dt,Germany,ofk-barnstaedt@gmx.de,,0049.34771.73254,EUR,"0",EUR,"0",Kerstin MeiÃŸner,A,"0","0",OK,"Friedenspl. 13, 06268 Barnstädt, Germany",ChIJNQ255OwppEcRtEi5_Us7f5g,ROOFTOP,"51.3436124,11.6424841",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
14.1602732,51.7574044,Tiler,Marian Ogorek Fliesenlegermeister,Bresendorfer StraÃŸe 20,"3099",Kolkwitz,03099 Kolkwitz,Germany,,,+49 35604 235,EUR,"0",EUR,"0",Mike Winter,A,"1","0",OK,"Bresendorfer Str. 20, 03099 Kolkwitz, Germany",ChIJRzG1zHQMCEcRBftwd70jyC8,ROOFTOP,"51.7574044,14.1602732",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.6917536,49.8058622,Architect,Planungsgruppe Drei,Ober-RamstÃ¤dter-Strasse 96E,"64367",MÃ¼hltal,64367 MÃ¼hltal,Germany,,www.planungsgruppe-drei.de,+49 6151 60 62 91,EUR,"39693",EUR,"38062",Anja Kreibisch,B,"0","0",OK,"64367 Mühltal, Germany",ChIJfybbltBkvUcRsJpKaVNDIhw,APPROXIMATE,"49.8058622,8.6917536",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.5770309,50.2025478,Architect,Monogruen,ZimmersmÃ¼hlenweg 11,"61440",Oberursel,61440 Oberursel,Germany,mail@monogruen.de,http://www.monogruen.de/,06171 868 00 0,EUR,"0",EUR,"26588",Anja Kreibisch,B,"0","0",OK,"61440 Oberursel, Germany",ChIJ_5jrl3uovUcR8JywKVBDIgQ,APPROXIMATE,"50.2025478,8.5770309",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.656811,49.8537341,Architect,Rittmannsperger Architekten GmbH,LudwigshÃ¶hstraÃŸe 9,"64285",Darmstadt,64285 Darmstadt,Germany,info-da@rittmannsperger.de,http://www.rittmannsperger.de,4906151 96800,EUR,"0",EUR,"0",Anja Kreibisch,B,"0","0",OK,"64285 Darmstadt, Germany",ChIJwepncZl6vUcRAJNKaVNDIhw,APPROXIMATE,"49.8537341,8.656811",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
